,review_text,review_date,review_star_rating,reviewer_city,review_useful_count,review_funny_count,review_cool_count
62,"I'm so confused. I love Banjara and I was so excited to have a Sunday night feast on some of my favourite curries. Unfortunately what I received tonight was a bunch of mystery meats that crunched or remained unchewable despite my considerable efforts. The beef was half fat cubes and the chicken was.... not yet identified. This was not normal for this restaurant. Normally it's awesome, totally and completely. I can't explain this occurrence but to say I'm so disappointed and felt I had to express my dismay with food I won't even put back in my fridge to eat as leftovers. I guess I'm saying Banjara is usually amazing but tonight's food left me scratching me head and walking the streets for something else to fill my stomach.",2017-10-01,3.0,Montreal,2,0,0
63,Authentic Indian cuisine at great prices. Great portion size. Recommend to dine in or pick up. Delivery is a litttle slow. 4.75/5*,2017-10-01,5.0,Old Toronto,2,0,0
64,"I went here this weekend with my partner on a Saturday night without reservations. Disclaimer: both my partner and I are of Indian decent and we eat a lot of Indian food on the regular so our standards/expectations are quite high. Also we prefer a certain level of spice for our indian food. Please keep this in mind when interpreting this review.Environment: on a Saturday night it is very busy and if you show up without a reservation you can expect a wait. They are not very accurate with their estimates of time. We were told 20 and it was closer to 45. The environment is low key. Not much for decor. Seats and tables are close together. There is no music (probably a good thing) however due to the crowd it can be quite loud. Not an ideal place for an intimate date night. Food: I ordered a chicken quick combo which came with chicken madras, Nan,  rice, rice pudding, aloo gobi and veggie pakoras for about 15. My partner got the same thing but veggie with paneer makhani. We ordered medium spicy. Our food came quickly since we ordered prior. Both orders were quite mild by our indian standards (so if you prefer spicy order spicy explicitly). Overall the food was ok nothing special as far as indian restaurants go.Service: staff was friendly but overwhelmed with customers and orders. However if you order your food before you are seated your food can be available for you as soon as you sit down which is nice. Aside from when the food was given to us we did not see our server at all (not even for water refill until the end).That said, this place is decent. It's very busy so some people do like it alot but for us it didn't meet the cut.",2015-09-12,3.0,Toronto,2,0,0
65,"My friend and I came by for dinner on a Thursday and was greeted by an amazing aroma of spices and sauce. We were seated right away and they brought cumin chips (?) over with two sauces. We ordered the shrimp pakora, a fried rice, a butter chicken and two butter naans. I really enjoyed the shrimp pakora and the butter chicken (it was so flavourful and packed with spices and fresh herbs). The naan was really expensive ($2.50 each?) and the rice was just rice. We were super full and had to pack it all up in a doggy bag.I would come back for their awesome butter chicken and will try extra spicy next time.",2016-06-09,4.0,Toronto,0,0,0
66,"Ok I came here, ordered gulab jamun, I got only 2 and it was SOAKED in pure SUGARY liquid. I kid you not I got 4 cavities from this meal and had to pay a boatload of money to get them filled in so I didn't look like a hobo. If you wanna look like a Beverly Hillbilly, head on over here and get your cavity-inducing gulab jamun and over-microwaved roti bread. Worse than meth.",2017-09-07,1.0,Old Toronto,1,1,1
67,"Have been to Banjara a couple of times before, but my most recent visit didn't go very well. The restaurant was crowded and I guess the Kitchen and support staff couldn't handle the volume of orders. They even forgot the Papad which seemed to be served complimentary on all tables.There continues to be a lack of good Indian Restaurants around Downtown Toronto.",2018-09-15,3.0,Old Toronto,2,0,0
68,"So I have been to the restaurant twice and the food is decent. But unfortunately the quality of service and cleanliness is poor. The dinnerware was dirty and seemed really old. We did order a separate bowl of yoghurt for the child and there was yoghurt spilled all over the edges of the bowl.No matter how good the food is, if it isn't served well you can loose your appetite.Staff is good and friendly!",2019-03-30,2.0,Mississauga,0,0,0
69,"Menu is simple, nothing extraordinary. I expected something more as heard a lot about ""Banjara"". Expectations were more as we chose this restaurant for my birthday and I was really excited. Food is insipid. But I liked Gajar Halwa.",2017-03-13,1.0,Toronto,2,2,2
70,"After two mediocre Indian dinners, I needed to cleanse my palate and mind of those meals. Banjara was at the top of a list of highly-recommended places to try, so I chanced it and came here for dinner. Saturday night, 7 pm. Prime dinner time. There's no wait, but the place is lively. That's a good sign. The tables are a little too close together, but we can handle it. Service was pretty good tonight, perhaps because we were seated four feet from the host stand where all the servers congregate.Quick dinner combination seems to be the way to go: for $15 CAD, you get naan, rice, daal, veggie pakora, aloo gobi, rice pudding, and your choice of an entree. Great way to sample things. So my first night I got the lamb rogan josh (medium). It's a gamble because it's so easy to mess up lamb; it wasn't the most tender, but it was tasty. The daal was flavorless. I left it. Veggie pakora was amazing. I upgraded to garlic naan, but it honestly didn't make much of a difference flavor-wise. The aloo gobi is good. Rice and rice pudding were pretty standard and what you would expect; nothing special. Got our bill quickly and departed on a good note. The second time I came here was the very next day for dinner; apparently I hyped up my night a little too much to my boss. We got seated much further away this time, next to the windows in the back. We were told that there is a button under the table that signals your server. Well, the button did not work. When we flagged down a passing server, she said that it was broken. Great. Thanks. My boss ordered us the house mixed grill so we could try a bunch of things. The fish and chicken were the highlights of that dish; everything else was pretty gamey. Onions were on point, though. We both still opted for the dinner combo, and this time I got the chicken korma (medium). Just a brief note: medium isn't at all spicy. Choose to go heavier if you want a kick. Anyway, the korma was fantastic, but I had the same issue with the daal (no flavor) and garlic naan (not worth the price to upgrade). Everything else was solid. They brought us chutney this time as well, which I was not fortunate enough to get during my first experience (and probably would've enhanced the lamb). Service was MUCH slower this time around, and it didn't seem like any of the servers were more than passively working. I saw our server on her cell phone behind the host stand multiple times, chatting with the other ladies. I don't care if you chat on the job during downtime, but when people are trying to get your attention for things that they need to enjoy the meal or finish it, the least you could do is look up. Or have a working button. Second experience much more meh than the first. The food is around 3.5 stars, but the service and ambiance (or lack thereof, seeing as there's little space between you and your neighbor) drag this place down to 3 stars for me. Maybe I'll try take away next time.",2017-02-14,3.0,Los Angeles,3,1,1
71,This review applies for the takeout option only. One of my friend's family is partial to takeouts and go far to get their takeouts. Sometimes they are not too keen to drive out and settle on places within the city. Now that I have tried this spot twice I can form a better opinion.First pickup wasn't pleasant for moi as even though I stood in the entrance for a bit I was smelling of food afterwards (something that is quite unpleasant for winter clothing IMO). Next trip I wised up and just stayed out till the food was ready.Hmm first of the spice level is held back quite bit if you order medium spicy. This is probably to appeal to the western palate. Secondly I don't think their meat dishes are up to par. Now this is comparing with other takeout places my friends frequent. The chicken boti dish I tried was dry and devoid of taste. Sure there was the food coloring to give the appearance of spicy but this is just a tad over food court level.I think they do better with dishes that are either vegetarian or are accompanied by vegetables. On this visit we ordered the chicken with palak and that was decent.I would say 2.5 stars.,2017-01-25,2.0,Toronto,3,0,0
72,Great authentic Indian food + great service = will be  back for sure! Can't wait to try more dishes,2019-04-21,5.0,Toronto,0,0,0
73,"Great tasting food but two major problems: 1. Small portions - ordered Tandoori chicken and over half a container of onions and not a lot of chicken; garlic nan...only two pieces so had to buy two orders AND 2. You'll starve before you get your order. The delivery took TWO HOURS to arrive. Unacceptable!! Maybe if you eat in-house, you'll have a better experience.",2019-01-12,2.0,Toronto,0,0,0
74,My favourite Indian food in the cityAloo gobiBeef masalaButter chickenGarlic naan and rice Good times!!,2015-09-28,5.0,Calgary,0,0,0
75,"Potentially the best Indian food in the GTA and the best lamb korma I've had in the city. The staff is really friendly and accommodating families, can't recommend this place enough.",2017-09-16,5.0,Toronto,0,0,0
76,"The food was very generously portioned and was hot out of the kitchen. We also experienced very friendly service! The goat we ordered was excellent. The chicken was delicious although my girlfriend wasn't as crazy as me about it.The 2 stars lost are for the Cheetah beer pitcher being a bit flat (I have never had it before so maybe just not a great beer) and the lentil/spinch vegetable dish was bland and just texturally too finely minced up which was odd. Also the Onion Bhaji was just ok.I WOULD come back through for sure, just adjusting a couple of things we ordered as the meat dishes were great, again, portions lovely, Garlic naan tasty and hot and service, friendly and helpful.",2017-12-13,3.0,New York,0,0,0
77,"This place is amazing. I'd come here for all three meals if I had the option too! Food is great, atmosphere is great, service exceeded my expectations.",2018-10-04,5.0,Brampton,0,1,0
78,Very average food. I did love my chicken dish but other than that aloo gobhi and this another subzi I got was not to my satisfaction. Service is a little slow as well.,2018-11-09,3.0,Bartlett,0,0,0
79,"Banjara is one of the better North Indian restaurants in Toronto. Interestingly, the owners of this place are the same owners as the South Indian place that is next door. Anyhow, this is a solid North Indian spot that is NOT your low quality all you can eat places. You get what you order and that's it but luckily their portions are really good! I have always left this place stuffed so no worries about value at all. :)I've never found that any one dish was better than another, the food is all generally good so just feel free to go wild with the menu. Enjoy!",2017-09-16,4.0,Toronto,0,0,0
80,"Like I really have experienced better. And this isn't me being condescending and saying ""my mom makes way better food"" but there are other places to go to for Indian* food.To order you press a bell and the server comes to you. We got the shrimp pakora, veggie samosas, green beans, butter chicken, and garlic naan.It was all so ho-hum. There is a word in Hindi - swad. Swad is more than just flavour - it is the lip smacking that occurs after having an incredible bite. Indian* food is usually packed with swad. This had none. Not worth the calories. I will say their butter chicken had huge chunks of white meat which some places do lack. Other places to go - Lahore Tikka House, The Host, Bukkhara Grill (in sauga). Overall - wouldn't come back. *Indian food is a misnomer. India is a massive country with many different languages, ingredients and culture. The food that represents North India is completely different than South India - so really there is no such thing as ""Indian"" food. It's like saying ""European"" food and thinking that pasta from Italy should be grouped the same as bratwurst from Germany. Just a little food for thought :)",2016-06-28,2.0,Toronto,10,2,3
81,"Seriously cannot get enough of Banjara! It's consistently good, hot and fresh every time I go in or order for takeout. I spend nights even craving it. Take out takes usually an hour or longer but it's worth the wait!  Favorites Butter chickenAloo kormaMutate paneerPalak paneerPakoras",2017-07-30,5.0,Toronto,0,0,0
82,Food is inconsistent in taste and in general more hot than other places. Roti was not fully cooked.Server was very unhelpful or didn't know what she was talking about when asked about different options. Recommended us to order a spicy butter chicken to taste the spices. The dish was too hot to be consumed. Very mediocre food and restaurant. Not recommended.,2017-10-22,1.0,Toronto,0,0,0
83,"While I had some expectations for this place, I'm disappointed.  It's fresh, well prepared, but the spices aren't working.  Got the Lamb Vindalloo (spicy), the Chana Masala (spicy), Saffron Rice, Bhajis, Garlic Naan.  The Bhajis are more like flat Pakoras, and their accompanying white sauce is not very good while I often find Tamarind sauce with Bhajis being excellent.  Best Bhajis I know are Canbe Foods.  The Garlic Naan seems like a Naan with garlic as an afterthought.  And the garlic is yellow for some reason.  Best Garlic Naan I know of is in-house ordered at New Haandi on Gerrard.  Saffron Pulao is pretty much nondescript.  Lamb Vindaloo was ordered spicy, and is acceptable.  Some medicinal nasal flavours in there, and it's not pleasant.  This is not a strong Heng application.  Butter Chicken is the gateway to Indian food for muzungus.  I make better Makhni Sauce at home than most restaurants.  Chana Masala was also ordered spicy.  It's a bit dry for a CM.  Also medicinal.  Found a chili that I popped into my mouth, and it tasted burnt.  It is very hard to find a brilliant Indian meal in this town.",2017-08-21,3.0,EAST YORK,0,0,0
84,"Some of my friends are obsessed with this place but it's really average. They use lots of oil so the food tastes good but it's unhealthy. Price and portions are average. I've definitely had better Indian food, and I suspect the people who are raving about this place are white kids who haven't had great Indian food.",2020-01-04,2.0,Toronto,0,0,0
85,"This place is the best Indian food I ever had. It is dream and full of mouth watering/drool pooling flavors. The curries are not watery saucy; instead they are deliciously chunky from raw ingredients. It makes a wonderful combination of texture and flavor. I have not found anything like this place. The place is often packed and yet the takeouts are just as good. Portions are generous and prices are great for the magical culinary journey that your tongue is about embark on. Personally, Not sure what to recommend because everything I had are great. I also go to this place when I am in town and this might be my favorite place to eat. I would give it a 6/5 if I could.",2014-08-10,5.0,Durham,2,1,0
86,"Yum!  So glad we found this place!  The Mango Lassi was really good.  We had Tandoori chicken, saffron rice, naan, shrimp makhini, paneer makhani and chicken pakora. Way too much food for four people, we'll be eating leftovers for days!  Great quality and wonderful service/ very clean! (Very efficient!  Waiter took our order on an IPhone and we had a little button next to our table to ring when we were ready to order or needed anything.)",2012-07-11,5.0,Saint Paul,2,2,1
87,"This used to be my favourite Indian restaurant - their paneer makhani was irresistible. However the last two times I've ordered from here, both in the past month, the quality has been lower and the gravy recipe changed drastically enough to notice. On the previous order we had the butter chicken and samosas. The samosas were dry and the butter chicken tasted very different from usually. I thought it was just an off-day as we order from here once every month or two and this had never happened before. I was embarrassed that I'd recommended this ""best butter chicken in Toronto"" to my friend that day and he couldn't even finish the dish, but figured it was a bad day for the kitchen or something.The second time, I experienced similar problems. I had the paneer makhani, my favourite, and the paneer pieces were half their usual size with fewer pieces. There were randomly peas in the gravy. The spices were also a different ratio from usual, altering the taste. The garlic rice was quite a bit greasier as well. The food was cold when it arrived (again).Very disappointing - I will be looking elsewhere for our Indian orders from now on. It's too expensive to get burned by Banjara a third time.",2017-03-16,3.0,North York,0,0,1
88,"The dinner platter here is great! You get a variety of curries, pakora, rice and dessert. The rice pudding was one of the best I've had at an Indian restuarant. The service is decent. However, the interior decor are a bit worn out. However, if you can overlook that, definitely come for the amazing Indian food!",2016-09-22,4.0,Toronto,1,0,1
89,"2.5 starI feel really bad about giving Banjara Indian Cuisine such a low rating. The service here is so good!! The wait staffs are super nice and friendly. 4 starBut.... the food... something is really lacking with the food.Cheetah Draft ($6.95) was really refreshing and has a hint of sweetness which I enjoyed. The freshly made Naan ($2.49) was warm and fluffy, love that!! 4 starBut the rest of the food we ordered were just MEH..... 2 starOnion Bhajia ($3.95) - bland... I don't even taste the onion and quite doughyChilli Chicken  ($11.95) - Sweet and Sour Chicken? The chicken so dryRogan Josh Lamb ($11.95) - one of the better dish with chunks of lamb but with no spicinessAloo Gobi ($9.50) - tons of vegetables nicely cooked with good flavourMater Paneer ($9.99) - my Yelp friend kept spooning these onto my plate... I wondering maybe he didn't like it?Garlic Naan ($3.95) - definitely on the pricey side!! Mango Lassi ($3.75) - really thick and served with a thin straw, start suckingI found most of the food that served were lurk warm... so not hot and spicy and not hot hot... I was disappointed!Maybe I would come back because of the great service? But definitely not for the food!",2012-02-05,2.0,Markham,6,4,1
90,This place never fails. Amazing options to dine-in or take-out. The cilantro chutney served with Papaddums are to die for... Lol. I would prefer to try Tandoori dishes over anything else...!,2017-02-16,5.0,Toronto,0,0,0
91,"We got take out from Banjara and we were very pleased. The food was tasty and very plentiful!  I find that many Indian restaurants offer very small portions, but not this place. The prices were reasonable too. Theirs is the type of Indian food that is ""street style"" and is heavy on the sauce. They remind me a little of the Pakistani restaurant Lahore Tikka House (which is quite compliment, as I'm a big fan of LTH.)  If you're looking for more refined Indian food, you may want to try the Host, Babur or Pukka.  They have their own website for ordering and it's very easy to use - even grandma can do it. You can specify the amount of spice you want on each dish individually. They do require 60-90 minutes for delivery, but they were nice enough to deliver all the way to Eglinton for us. Here's a description of what we ordered:Tandoori Chicken - full Price: 17.99Rate: 4/5Nice tandoori, but a bit heavy on the spice rub, a bit too salty and a bit dry.Seekh KebabPrice: 12.50Rate: 3/5As far as Seekh kebabs go, it was only average. It was a little salty, and unbalanced in flavor. The consistency of the minced meat was a little mushy.Butter ChickenPrice: 12.99Rate: 4/5The sauce was very nice, but the chicken itself was a bit dry.Chicken CurryPrice: 11.99Rate: 5/5Very nice dish. Meat was nice and moist.Daal with SpinachPrice: 10:50Rate: 2/5This wasn't my favorite dish. It was a little watery and a little bitter.Chana MasalaPrice: 9.95Rate: 5/5Very tasty dish. The beans were cooked perfectly.Butter NaanPrice: 2.50Rate: 4/5Very large naan, nicely charred from the tandoori oven. It was tasty, but a bit too dense.",2016-01-14,4.0,Toronto,6,4,3
92,"When I walked out of the restaurant I was able to take these thoughts with me: rude service, average food, and hot  place. We were sweating while eating and even when we mentioned that we are looking for seats with good air conditioning, they never responded.  Overall, I will not come here again.",2019-09-22,1.0,San Jose,0,0,0
93,"Yummy!Staff: Great staff. There's a bell for service but they also check on you every so often.Ambience: It's a very busy place. We were in the outer area but it was comfortable and still well heated.Food: I had the Chicken Korma with a side order of Meat Samosas and Garlic Naan. I loved the Chicken Korma, it was nice and filling and very delicious. The Meat Samosas were good too (and very big!). Lastly, the Garlic Naan was nothing special, but it definitely went well with everything.Can't wait to come back!!",2016-11-08,5.0,Markham,0,0,1
94,"I love this place - a really great local Indian place. I think we've ordered from Banjara 20+ times over the years. What I love about this place is that all of the food tastes different. You know the Indian places where EVERY curry tastes the same?  Well this is not that pace. Naan is great, veg and meat dishes are top notch.  I would skip the samosa not their best piece of work. Curries, tandoori, lentils etc are all great. I've only ever got delivery so no comment on service or the actual restaurant.",2016-07-25,4.0,Toronto,1,0,0
95,"Mulligatawny soup looked good with lots of large veggies, but was undercooked, bitter and the worst I've ever had. The mushroom curry was flavorful, but the lamb rogan josh was bland. Pretty disappointing overall.",2018-08-15,2.0,Decatur,0,0,0
96,This is a very nice place for Indian food. We loved the portion sizes and the service was very attentive. Would love to go back,2018-07-14,5.0,Toronto,0,0,0
97,"If you are like me and love Indian food, this place is your ""go to"" when in Toronto.  A quick Lyft ride from Union Station, this place was bustling with servers and diners of all shapes and sizes. The food was excellent - and they give you plenty of it! So much so that we took some away, and it heated up later that night to original perfection!  The saag paneer, dal lentils, and chicken tikka masala were terrific as was the service.",2018-05-30,5.0,Los Angeles,0,0,0
98,"Having indian origins, I am very particular about my indian food. And this place WAS A DISASTER. I came here with my family on a Sunday night, the place was packed so we had to wait a decent 20 minutes to be seated. I was very excited because I haven""t had Indian food in a while. For starters we ordered the Paneer Tikka. It was delicious ! But then the nightmare started... We ordered dhal makhani,palak paneer and a few butter naans. We asked for mild spices, and to my surprise the food was SWEET!! I was so sad and disgusted! Never coming back to this place ever !!",2017-01-15,1.0,Old Toronto,0,0,0
99,"Some of the best Indian food in the annex area! We go here pretty often and it is always delicious and consistent. I enjoy how you can customize your heat levels for each individual dish. We normally get butter chicken, beef vindaloo, shahi shrimp (our favourite) and naan! The food is very flavourful and always to our satisfaction. The service is also quite good. Constantly get our water cups refilled and the servers always restate the order to confirm correctness! If you are looking for solid Indian in the area I highly recommend.",2018-09-16,5.0,Old Toronto,0,0,0
100,"I'm sad to write this review because I have been a loyal Banjara customer for years. I travelled from across the city to have dinner at the Bloor St. location and had a very unfortunate experience. We arrived a bit before the restaurant opened and were waiting in our car, which was parked in the parking lot. One of the delivery drivers smashed into the side of our parked car, t-boning it. We got out to check the damage and ask for his insurance information. The driver, along with several other delivery drivers, laughed at us and said the damage was already there. We could see many staff inside the restaurant also laughing and pointing at us. The driver who hit our car was rude and refused to give us his insurance information until I said we would contact the police to report the accident. We decided to stay for dinner because we had travelled all the way there. The driver that hit our car then came into the restaurant after us and started yelling at us asking for our driver's license. The manager of the restaurant watched the interaction but did not do anything until I called for help from a manager. He then took the driver to the back room. About halfway through our dinner, the owner of the restaurant came out and said the drivers are not fluent in English. Nobody apologized to us. We paid our bill and left. I'm sorry to say that we will not be returning after this interaction and the inadequate response from the restaurant's management.",2018-03-14,1.0,Toronto,1,0,0
101,This neighborhood favorite is really among the best Indian restaurants in Toronto.  Wonderful food -- particularly the lamb saag and the salmon tandoori.  Great service as well.,2019-07-12,5.0,Greenwich,0,0,0
102,"I really like their food. I know Indian cuisine and how it should taste quite well because I lived in India. We had chicken tikka, rogan josh, malai kofta with naan and rice. Naan was not the best I've tried. Chicken tikka was a bit dry to my taste but not bad. Malai kofta was very nice as well as rogan josh. The place was completely full with people waiting in line to get a table. The service was good.",2016-03-17,4.0,Toronto,1,0,0
103,They were back to their best - best Indian in Toronto Hey yelp- let me write my review without you editing it.,2018-04-09,5.0,Corktown,0,0,0
104,"Worst butter chicken I've had in my life. After reading so many good reviews, I ordered take out to treat myself on a Friday night. Well it turns out that it one of the worst experiences I've ever had with ordering food. The butter chicken was alright. Not at all sweet and buttery as butter chicken is supposed to be. The butter bread was stale and to top it off, there was a worm crawling on it!!Almost threw up at the sight of it. Cannot look at the rest of the food.This was my first and definitely will be the last time ordering food from this place.",2015-06-05,1.0,Kitchener,9,3,0
105,"I love this place! Best indian food in the city! The butter chicken is very tasty. Spice level hits the sweet spot of spicy enough without scalding, and encompasses the flavor the butter, tomato, fenugreek leaves etc. The chicken, on the regular is cooked quite well, without being dry! As for leftovers (if there's any!) The consistency maintains itself (as opposed to getting that weird separation  that some sauce can)My personal favorite: the mutter paneer! This is amazing!  By far the best in city!  It is flavorful and creamy! There are enough peas that is filling but not so many that you're worried about not having enough sauce. The paneer is firm on the outside and soft on the inside,and tastes wonderful!  If in doubt...do it. The Naan is great too! It's never burned, and always great!",2016-01-25,5.0,Toronto,0,2,1
106,"Food was great! Staff not bad. They have little buttons to hit when your ready to order. That's bad ass.  Place was lively, and people looked happy.A little tight for people to get around our table. No over all complaints though. Nice place!",2017-02-22,4.0,Old Toronto,0,0,0
107,"We were seated right away in the screened in back area, where you can push a button to get waiter service. They have a huge menu. We started with the mango lasse, meat samosa, butter chicken, chicken karahi, goat vindaloo, aloo gobi, baingan bharta, naan, and basmati rice. It was all very flavorful and delicious. I also ended my meal with kheer. It was my birthday lunch and so I indulged. Despite, us having the push button ringer, service was still slow. We didn't get more water until we were finished with our meal.",2016-06-04,4.0,Chicago,0,0,0
108,"What an ordeal to try and get delivery.  Sure, it was the 26th of Dec so I am sure the kitchen was slammed, but then frankly stop taking orders.  We were told it was going to be 60-90mins when we ordered at 5:37.  2 hours later when we called, we were told the driver had just left.  Another 30mins went by and we called again.  This time we were told the driver hadn't actually left (this was after being on hold for 10mins... 10% of the original estimated delivery time!)... when we questioned what they lied to us, there was obviously no explanation.  When questioned as to a discount for the wait, the person on the phone told us we'd get 15% back in cash from the driver.  So over 3 hours later our food arrived, cold, and of course there was no refund.  I understand that things happen, but own it and use it as a customer service opportunity.   No need for 2 lies AND cold food.",2017-12-26,1.0,Toronto,1,0,0
109,"Live nearby and have dined here with friends family and even bring our baby.  Everyone loves it, except small town folk who consider pepper and salt spicy ethnic seasoning. In other words, take people who will appreciate great non-hamburger food.  The staff is attentive, while the owner keeps an eye on things near cash. If you go for the first time, you may find the design and decor lacking but once you eat, you'll forget everything that could be wrong.  Made to order, no hot tables.  Enjoy enjoy, the price is right.  We usually get the combo platters, which are a great value with a few items served.  I have a large appetite and it is very filling. Oh, and if you are like me and can take the heat, tell them very spicy!! This review created in 2010, but it was saved as a draft.",2016-01-15,5.0,Toronto,1,0,0
110,"Really good for such a good price! We ordered some combo dinner. I got thai coconut shrimp (something like that) which was really good, especially the sauce. The shrimp can be better though. The place itself is just okay, no decor etc, but service is nice and the food is amazing. I recommend.",2017-02-06,4.0,Toronto,0,0,0
111,"Excellent place to eat Indian food in Toronto. Friendly advise, leave your jacket in your car because you will have spicy smell on your clothes at the end of your meal.",2019-03-18,5.0,Toronto,0,0,0
112,"This place had amazing authentic North Indian food, especially the butter chicken and samosas. They had beer from India on tap which gave the place an additional authentic touch. Overall we had a great experience there. The staff was extremely friendly. Rocky, the manager even brought us some free snacks while we waited for our take out food. We spoke to the owner who was a very friendly person. I highly recommend this place if you are in the area!",2018-05-28,5.0,New York,0,0,0
113,"I came to eat here yesterday to satisfy my s/o's butter chicken craving, and it did just that. Once seated, we were given some fried tortilla-like thing to munch on. Sorry, I don't know the name but it was delish regardless. My s/o ordered butter chicken, and I should have done the same but I figure i would go for something different. I opted for the tikka masala. We also ordered one plain naan and an order of saffron rice. The food came out pretty quickly. Let's just say - the butter chicken was immensely better than the tikka masala. This place, although the food is good and the service is subpar, the decor is a bit off. I hated the buzzers we press to call the server over - I felt that was a bit degrading :( After leaving, I went to class and the food coma sleepiness hit me hard. I could not stay awake for the life of me and had to leave early to go home asap. True story! Will be back to try some more food items!",2015-10-07,4.0,Toronto,1,0,0
114,"Great value for the platter deal, only attempt when really hungry. There are a lot of dishes to try, would like to come back and get a regular dish.",2016-08-26,3.0,Toronto,0,0,0
115,This is our go to Indian delivery spot. Really quality - I mean not amazing but very satisfying and delicious. Beware of the delivery time... it takes time. The pakoras / samosas / curries / you can't go wrong with anything here. It really is a great delivery option.,2015-04-07,4.0,Toronto,2,1,0
116,"I have come here twice and Food is good . You will be good to go with  the mixed grill, a non vegetarian entree and garlic  naan. .  My only issue is  that they do not take reservations which means long wait times . The lighting is also dim which is not fun for us foodies who like to take pictures of our food. We are forced to use flash which will be annoying  to other patrons. Please increasing the brightness of the lighting. Once these improvements are made i would definitely have this as a four or five star in my next review",2016-12-25,3.0,Toronto,8,0,8
117,"I want more!!! Ordered Tandoori Cauliflower (got medium because my friend isn't a fan of super spicy), Goat Madras and garlic rice. My friend ordered something vegetarian and I can't remember because I was super fixated on my own delicious meal. Do yourself a favor and get the goat here; it is super tender and satisfying. Our bill came to 45 bucks which isn't awful. The cauliflower was the priciest app on the menu (the other items were around 5 bucks).I will be back.",2015-05-24,4.0,Toronto,1,2,0
118,"Great butter chicken.  One of few places that can really make it hot.  I know it's not supposed to be.. but I like it.Aloo Gobi (potatoes & cauliflowers) are also very good (comforting), and nann is outstanding.Price, overall, is very fair for the quality of food.Meat samosas were filled with minced chicken, which I will have to say were not very good.  Loss of star there..Service was prompt and very friendly.",2013-03-26,4.0,Toronto,2,0,0
119,"Honestly have only done takeout, but I have to say that the quality is excellent, and the service has been above and beyond the call. Hope this location reopens soon.",2018-04-07,5.0,Old Toronto,0,0,0
120,"Ordered delivery this evening and I was very unimpressed. Firstly, the driver called us complaining that Bathurst st was closed at queen and could we tell him how to get there? Then he told us that he would just drive to Queen and we could walk 2 blocks to come and pick it up. Uh... No. My boyfriend told him that Bathurst was open south of Queen and that he could find his way here on the side streets. When the food arrived it looked ok. We ordered the Saag Paneer, Butter Chicken, Lamb Madras and Bhartha. To be honest, none of it tasted that great. All if the respective meat dishes were moist, but the sauces all had a consistency that was a little unpleasant. The bharta tasted smoky, but almost artificial and one if the dishes had whole back cardamom pods on it. Unlike their green counterparts, they can a little nasty when they break open in your mouth.It was nice that they included papadam with the order. Overall, though, I wouldn't visit Banjara again after this experience. I really liked their food the last time I went. Maybe because it was really spicy, but I remember it being much better than this. Almost hard to believe this food came from the same restaurant.",2014-11-22,2.0,Toronto,5,0,1
121,"Considering Banjara is the top rated Indian restaurant on Yelp Toronto, our expectations were high. To my delight, they had a combo/Thali meal, which includes an entree, a bunch of side dishes, naan, and rice.  This is all priced at like $11, which is unbelievable.  The chana masala was probably the best thing we ate - it was garlicky in the best of ways.  The palak paneer was a bit unorthodox, as far as my experience goes at least, but it was fine.  The side dishes (including the pakoras), however, were all just luke warm, which is not the most appetizing. The samosas were very tasty, though.  Service was a little confusing, in that you have to push a button on the wall next to your table to get a server to come by.  Perhaps it is intuitive, but we sat there like idiots for quite a while before someone told us...",2015-05-01,4.0,Detroit,1,0,1
122,"The quality of the food dropped significantly as their popularity increased. I ordered from them their very first month in business, which was something like 2006 and was pretty regular for many years, but have no desire to eat there anymore.Banjara became popular when the area started picking up around 2008. The front patio was a big draw and had a nice atmosphere on a summer's night, so they got a lot of sit down business.Around the same time the quality of the food started to slide but the prices remained high for the area and the portions small. I began to feel ill after eating there. I only eat vegan but wonder if ghee made it into my food, even though I always specified. A quick glance at their DineSafe history shows two yellow cards in 2013 where pest control, failure to wash hands, failure to wear hair nets among other things cited. Not exactly reassuring.On top of that, they have had this broken down old truck sitting in the parking lot for at least 6 years and it has never moved, tires are flat. It's an eyesore and takes up parking spaces, so why keep it there? Maybe it's a load-bearing truck that keeps the sign from falling down?They also added some shipping containers by the back side door off the kitchen where you can see people doing food prep sometimes when the door is open. Yup, food is being prepped inside of shipping containers.Then they screened in the patio, which made it lose all that nice summery appeal and instead felt like you were eating your grandparent's musty screened in porch.I now go to South Indian Dosa Mahal for my Indian fix. Sure, it's not the same type of cuisine and the place has no atmosphere to speak of, but the food is prepared fresh when you order off menu, it's completely veg and the price is right.I recommend giving Banjara's filtered reviews a read through as well for a full picture.*For locals interested in area history, if you walk around the back of Banjara you can still see the ""Coffee Tip"" sign from when it was a sketchy Coffee Time rip off circa 2000.Update: The orange Banjara truck appears to have been repainted by graffiti ""artists"" and is now by the back kitchen door and the shipping containers are now in the parking lot.",2014-10-18,1.0,San Francisco,9,5,1
123,"Terrific Indian restaurant, one of my favourites in Toronto, but temporarily the Christie Pits site is closed due to a fire. Pity!",2018-03-31,4.0,Toronto,0,0,0
124,This has been my go-to for 15yrs.  Prices are good and curries are delish.  Love the lamb and the butter chicken.  Always crowded for good reason.  A few grumpy servers over the years but that's about it.,2018-02-11,5.0,Toronto,0,0,0
